date,bucket,count
2007-11,32,5
2007-11,33,5
2007-11,34,6
2007-11,35,8
2007-11,36,6
2007-11,37,3
2007-11,38,2
2007-11,39,5
2007-11,40,4
2007-11,41,4
2007-11,42,4
2007-11,43,3
2007-11,44,2
2007-11,45,6
2007-11,46,2
2007-11,47,4
2007-11,48,3
2007-11,49,3
2007-11,50,2
2007-11,51,3
2007-11,53,2
2007-11,55,4
2007-11,56,1
2007-11,57,1
2007-11,58,6
2007-11,59,1
2007-11,60,2
2007-11,61,3
2007-11,62,1
2007-11,63,3
2007-11,64,3
2007-11,66,1
2007-11,67,4
2007-11,68,2
2007-11,69,1
2007-11,70,1
2007-11,76,1
2007-11,87,1
2007-11,89,1
2007-11,97,1
2007-11,100,14
2007-12,0,2
2007-12,1,25
2007-12,2,150
2007-12,3,462
2007-12,4,552
2007-12,5,424
2007-12,6,449
2007-12,7,611
2007-12,8,734
2007-12,9,741
2007-12,10,544
2007-12,11,471
2007-12,12,425
2007-12,13,369
2007-12,14,249
2007-12,15,194
2007-12,16,108
2007-12,17,105
2007-12,18,74
2007-12,19,57
2007-12,20,47
2007-12,21,38
2007-12,22,32
2007-12,23,39
2007-12,24,31
2007-12,25,19
2007-12,26,26
2007-12,27,21
2007-12,28,27
2007-12,29,29
2007-12,30,29
2007-12,31,20
2007-12,32,17
2007-12,33,27
2007-12,34,15
2007-12,35,11
2007-12,36,21
2007-12,37,11
2007-12,38,12
2007-12,39,13
2007-12,40,12
2007-12,41,8
2007-12,42,13
2007-12,43,17
2007-12,44,16
2007-12,45,14
2007-12,46,7
2007-12,47,9
2007-12,48,11
2007-12,49,6
2007-12,50,17
2007-12,51,12
2007-12,52,11
2007-12,53,17
2007-12,54,9
2007-12,55,10
2007-12,56,9
2007-12,57,13
2007-12,58,8
2007-12,59,14
2007-12,60,9
2007-12,61,14
2007-12,62,7
2007-12,63,10
2007-12,64,7
2007-12,65,12
2007-12,66,6
2007-12,67,10
2007-12,68,5
2007-12,69,14
2007-12,70,6
2007-12,71,4
2007-12,72,6
2007-12,73,5
2007-12,74,7
2007-12,75,5
2007-12,76,10
2007-12,77,5
2007-12,78,9
2007-12,79,7
2007-12,80,5
2007-12,81,7
2007-12,82,7
2007-12,83,5
2007-12,84,2
2007-12,85,6
2007-12,86,6
2007-12,87,5
2007-12,88,6
2007-12,89,4
2007-12,90,4
2007-12,91,9
2007-12,92,7
2007-12,93,5
2007-12,94,14
2007-12,95,5
2007-12,96,4
2007-12,97,4
2007-12,98,10
2007-12,99,7
2007-12,100,586
2008-01,0,3
2008-01,1,25
2008-01,2,156
2008-01,3,432
2008-01,4,593
2008-01,5,486
2008-01,6,357
2008-01,7,359
2008-01,8,614
2008-01,9,721
2008-01,10,808
2008-01,11,781
2008-01,12,669
2008-01,13,641
2008-01,14,662
2008-01,15,621
2008-01,16,617
2008-01,17,658
2008-01,18,649
2008-01,19,486
2008-01,20,436
2008-01,21,432
2008-01,22,403
2008-01,23,393
2008-01,24,403
2008-01,25,403
2008-01,26,425
2008-01,27,381
2008-01,28,375
2008-01,29,391
2008-01,30,406
2008-01,31,366
2008-01,32,331
2008-01,33,329
2008-01,34,311
2008-01,35,340
2008-01,36,285
2008-01,37,280
2008-01,38,279
2008-01,39,247
2008-01,40,201
2008-01,41,227
2008-01,42,207
2008-01,43,175
2008-01,44,182
2008-01,45,187
2008-01,46,167
2008-01,47,170
2008-01,48,164
2008-01,49,177
2008-01,50,140
2008-01,51,134
2008-01,52,132
2008-01,53,112
2008-01,54,107
2008-01,55,95
2008-01,56,105
2008-01,57,108
2008-01,58,99
2008-01,59,112
2008-01,60,89
2008-01,61,78
2008-01,62,79
2008-01,63,91
2008-01,64,87
2008-01,65,87
2008-01,66,72
2008-01,67,89
2008-01,68,74
2008-01,69,69
2008-01,70,69
2008-01,71,73
2008-01,72,58
2008-01,73,69
2008-01,74,64
2008-01,75,49
2008-01,76,49
2008-01,77,57
2008-01,78,53
2008-01,79,49
2008-01,80,38
2008-01,81,45
2008-01,82,37
2008-01,83,41
2008-01,84,44
2008-01,85,33
2008-01,86,42
2008-01,87,33
2008-01,88,37
2008-01,89,41
2008-01,90,37
2008-01,91,38
2008-01,92,36
2008-01,93,35
2008-01,94,40
2008-01,95,34
2008-01,96,39
2008-01,97,21
2008-01,98,33
2008-01,99,28
2008-01,100,2052
2008-02,1,19
2008-02,2,117
2008-02,3,348
2008-02,4,392
2008-02,5,237
2008-02,6,201
2008-02,7,280
2008-02,8,346
2008-02,9,347
2008-02,10,556
2008-02,11,485
2008-02,12,379
2008-02,13,430
2008-02,14,609
2008-02,15,665
2008-02,16,827
2008-02,17,943
2008-02,18,785
2008-02,19,647
2008-02,20,557
2008-02,21,503
2008-02,22,478
2008-02,23,463
2008-02,24,460
2008-02,25,434
2008-02,26,432
2008-02,27,408
2008-02,28,442
2008-02,29,407
2008-02,30,403
2008-02,31,371
2008-02,32,335
2008-02,33,307
2008-02,34,306
2008-02,35,232
2008-02,36,235
2008-02,37,226
2008-02,38,192
2008-02,39,191
2008-02,40,182
2008-02,41,151
2008-02,42,141
2008-02,43,143
2008-02,44,127
2008-02,45,92
2008-02,46,104
2008-02,47,90
2008-02,48,86
2008-02,49,85
2008-02,50,72
2008-02,51,58
2008-02,52,63
2008-02,53,75
2008-02,54,51
2008-02,55,60
2008-02,56,56
2008-02,57,57
2008-02,58,48
2008-02,59,62
2008-02,60,54
2008-02,61,50
2008-02,62,58
2008-02,63,62
2008-02,64,42
2008-02,65,53
2008-02,66,47
2008-02,67,51
2008-02,68,56
2008-02,69,48
2008-02,70,39
2008-02,71,46
2008-02,72,46
2008-02,73,43
2008-02,74,39
2008-02,75,43
2008-02,76,35
2008-02,77,34
2008-02,78,53
2008-02,79,56
2008-02,80,38
2008-02,81,40
2008-02,82,41
2008-02,83,33
2008-02,84,41
2008-02,85,26
2008-02,86,25
2008-02,87,25
2008-02,88,32
2008-02,89,36
2008-02,90,28
2008-02,91,23
2008-02,92,28
2008-02,93,18
2008-02,94,31
2008-02,95,22
2008-02,96,29
2008-02,97,24
2008-02,98,19
2008-02,99,21
2008-02,100,920
2008-03,0,1
2008-03,1,20
2008-03,2,155
2008-03,3,361
2008-03,4,401
2008-03,5,225
2008-03,6,168
2008-03,7,209
2008-03,8,245
2008-03,9,280
2008-03,10,473
2008-03,11,363
2008-03,12,313
2008-03,13,360
2008-03,14,463
2008-03,15,553
2008-03,16,695
2008-03,17,812
2008-03,18,617
2008-03,19,444
2008-03,20,379
2008-03,21,303
2008-03,22,330
2008-03,23,325
2008-03,24,325
2008-03,25,298
2008-03,26,276
2008-03,27,248
2008-03,28,228
2008-03,29,243
2008-03,30,227
2008-03,31,242
2008-03,32,209
2008-03,33,185
2008-03,34,179
2008-03,35,154
2008-03,36,145
2008-03,37,147
2008-03,38,110
2008-03,39,122
2008-03,40,96
2008-03,41,88
2008-03,42,75
2008-03,43,68
2008-03,44,69
2008-03,45,64
2008-03,46,49
2008-03,47,54
2008-03,48,44
2008-03,49,52
2008-03,50,30
2008-03,51,43
2008-03,52,39
2008-03,53,32
2008-03,54,27
2008-03,55,15
2008-03,56,37
2008-03,57,20
2008-03,58,24
2008-03,59,29
2008-03,60,28
2008-03,61,31
2008-03,62,24
2008-03,63,24
2008-03,64,23
2008-03,65,26
2008-03,66,13
2008-03,67,18
2008-03,68,16
2008-03,69,19
2008-03,70,16
2008-03,71,16
2008-03,72,16
2008-03,73,12
2008-03,74,15
2008-03,75,10
2008-03,76,18
2008-03,77,10
2008-03,78,8
2008-03,79,12
2008-03,80,7
2008-03,81,14
2008-03,82,11
2008-03,83,12
2008-03,84,8
2008-03,85,4
2008-03,86,10
2008-03,87,3
2008-03,88,6
2008-03,89,7
2008-03,90,6
2008-03,91,5
2008-03,92,6
2008-03,93,1
2008-03,94,7
2008-03,95,8
2008-03,96,5
2008-03,97,8
2008-03,98,7
2008-03,99,4
2008-03,100,488
2008-04,0,6
2008-04,1,63
2008-04,2,250
2008-04,3,522
2008-04,4,541
2008-04,5,348
2008-04,6,298
2008-04,7,412
2008-04,8,499
2008-04,9,578
2008-04,10,695
2008-04,11,660
2008-04,12,568
2008-04,13,635
2008-04,14,749
2008-04,15,886
2008-04,16,974
2008-04,17,1124
2008-04,18,1023
2008-04,19,816
2008-04,20,709
2008-04,21,667
2008-04,22,617
2008-04,23,545
2008-04,24,560
2008-04,25,500
2008-04,26,501
2008-04,27,510
2008-04,28,438
2008-04,29,423
2008-04,30,447
2008-04,31,399
2008-04,32,366
2008-04,33,380
2008-04,34,388
2008-04,35,312
2008-04,36,276
2008-04,37,298
2008-04,38,250
2008-04,39,231
2008-04,40,218
2008-04,41,200
2008-04,42,173
2008-04,43,151
2008-04,44,144
2008-04,45,134
2008-04,46,164
2008-04,47,117
2008-04,48,125
2008-04,49,152
2008-04,50,96
2008-04,51,85
2008-04,52,86
2008-04,53,91
2008-04,54,94
2008-04,55,84
2008-04,56,66
2008-04,57,67
2008-04,58,78
2008-04,59,59
2008-04,60,68
2008-04,61,58
2008-04,62,57
2008-04,63,62
2008-04,64,76
2008-04,65,60
2008-04,66,66
2008-04,67,33
2008-04,68,52
2008-04,69,56
2008-04,70,51
2008-04,71,43
2008-04,72,52
2008-04,73,47
2008-04,74,32
2008-04,75,38
2008-04,76,41
2008-04,77,33
2008-04,78,30
2008-04,79,32
2008-04,80,30
2008-04,81,40
2008-04,82,36
2008-04,83,28
2008-04,84,20
2008-04,85,23
2008-04,86,20
2008-04,87,23
2008-04,88,20
2008-04,89,18
2008-04,90,20
2008-04,91,15
2008-04,92,13
2008-04,93,19
2008-04,94,16
2008-04,95,13
2008-04,96,13
2008-04,97,12
2008-04,98,16
2008-04,99,11
2008-04,100,902
2008-05,0,96
2008-05,1,510
2008-05,2,774
2008-05,3,494
2008-05,4,321
2008-05,5,222
2008-05,6,312
2008-05,7,376
2008-05,8,427
2008-05,9,664
2008-05,10,595
2008-05,11,733
2008-05,12,799
2008-05,13,1025
2008-05,14,991
2008-05,15,1246
2008-05,16,1238
2008-05,17,932
2008-05,18,741
2008-05,19,668
2008-05,20,537
2008-05,21,493
2008-05,22,489
2008-05,23,460
2008-05,24,437
2008-05,25,408
2008-05,26,418
2008-05,27,372
2008-05,28,381
2008-05,29,360
2008-05,30,296
2008-05,31,296
2008-05,32,327
2008-05,33,256
2008-05,34,241
2008-05,35,212
2008-05,36,201
2008-05,37,193
2008-05,38,162
2008-05,39,155
2008-05,40,133
2008-05,41,145
2008-05,42,124
2008-05,43,102
2008-05,44,100
2008-05,45,88
2008-05,46,71
2008-05,47,62
2008-05,48,56
2008-05,49,61
2008-05,50,49
2008-05,51,48
2008-05,52,34
2008-05,53,42
2008-05,54,28
2008-05,55,43
2008-05,56,31
2008-05,57,28
2008-05,58,22
2008-05,59,28
2008-05,60,15
2008-05,61,36
2008-05,62,26
2008-05,63,29
2008-05,64,24
2008-05,65,16
2008-05,66,25
2008-05,67,18
2008-05,68,9
2008-05,69,19
2008-05,70,18
2008-05,71,8
2008-05,72,17
2008-05,73,12
2008-05,74,11
2008-05,75,15
2008-05,76,12
2008-05,77,9
2008-05,78,14
2008-05,79,14
2008-05,80,8
2008-05,81,11
2008-05,82,11
2008-05,83,12
2008-05,84,11
2008-05,85,8
2008-05,86,16
2008-05,87,17
2008-05,88,12
2008-05,89,10
2008-05,90,7
2008-05,91,19
2008-05,92,7
2008-05,93,8
2008-05,94,9
2008-05,95,6
2008-05,96,4
2008-05,97,7
2008-05,98,9
2008-05,99,8
2008-05,100,138
2008-06,0,65
2008-06,1,370
2008-06,2,666
2008-06,3,390
2008-06,4,186
2008-06,5,186
2008-06,6,267
2008-06,7,311
2008-06,8,356
2008-06,9,510
2008-06,10,368
2008-06,11,526
2008-06,12,490
2008-06,13,648
2008-06,14,511
2008-06,15,902
2008-06,16,792
2008-06,17,586
2008-06,18,443
2008-06,19,454
2008-06,20,321
2008-06,21,299
2008-06,22,273
2008-06,23,275
2008-06,24,260
2008-06,25,237
2008-06,26,241
2008-06,27,204
2008-06,28,223
2008-06,29,213
2008-06,30,219
2008-06,31,208
2008-06,32,190
2008-06,33,149
2008-06,34,136
2008-06,35,140
2008-06,36,147
2008-06,37,108
2008-06,38,104
2008-06,39,112
2008-06,40,89
2008-06,41,72
2008-06,42,69
2008-06,43,75
2008-06,44,59
2008-06,45,43
2008-06,46,41
2008-06,47,45
2008-06,48,35
2008-06,49,38
2008-06,50,23
2008-06,51,27
2008-06,52,24
2008-06,53,14
2008-06,54,16
2008-06,55,19
2008-06,56,18
2008-06,57,14
2008-06,58,15
2008-06,59,15
2008-06,60,13
2008-06,61,8
2008-06,62,11
2008-06,63,12
2008-06,64,11
2008-06,65,9
2008-06,66,9
2008-06,67,13
2008-06,68,16
2008-06,69,21
2008-06,70,12
2008-06,71,12
2008-06,72,14
2008-06,73,14
2008-06,74,17
2008-06,75,11
2008-06,76,11
2008-06,77,15
2008-06,78,10
2008-06,79,10
2008-06,80,12
2008-06,81,10
2008-06,82,10
2008-06,83,13
2008-06,84,14
2008-06,85,8
2008-06,86,7
2008-06,87,11
2008-06,88,6
2008-06,89,10
2008-06,90,9
2008-06,91,5
2008-06,92,8
2008-06,93,14
2008-06,94,8
2008-06,95,5
2008-06,96,4
2008-06,97,2
2008-06,98,6
2008-06,99,10
2008-06,100,99
2008-07,0,80
2008-07,1,534
2008-07,2,859
2008-07,3,566
2008-07,4,384
2008-07,5,287
2008-07,6,408
2008-07,7,482
2008-07,8,592
2008-07,9,726
2008-07,10,688
2008-07,11,865
2008-07,12,781
2008-07,13,946
2008-07,14,914
2008-07,15,1188
2008-07,16,1202
2008-07,17,913
2008-07,18,807
2008-07,19,774
2008-07,20,781
2008-07,21,637
2008-07,22,640
2008-07,23,594
2008-07,24,597
2008-07,25,575
2008-07,26,535
2008-07,27,514
2008-07,28,419
2008-07,29,444
2008-07,30,427
2008-07,31,384
2008-07,32,365
2008-07,33,326
2008-07,34,290
2008-07,35,285
2008-07,36,258
2008-07,37,213
2008-07,38,208
2008-07,39,156
2008-07,40,134
2008-07,41,131
2008-07,42,122
2008-07,43,106
2008-07,44,81
2008-07,45,83
2008-07,46,83
2008-07,47,68
2008-07,48,74
2008-07,49,46
2008-07,50,50
2008-07,51,57
2008-07,52,58
2008-07,53,38
2008-07,54,47
2008-07,55,30
2008-07,56,31
2008-07,57,24
2008-07,58,31
2008-07,59,28
2008-07,60,31
2008-07,61,27
2008-07,62,15
2008-07,63,31
2008-07,64,23
2008-07,65,17
2008-07,66,29
2008-07,67,20
2008-07,68,20
2008-07,69,25
2008-07,70,32
2008-07,71,33
2008-07,72,18
2008-07,73,29
2008-07,74,17
2008-07,75,14
2008-07,76,19
2008-07,77,15
2008-07,78,16
2008-07,79,18
2008-07,80,21
2008-07,81,14
2008-07,82,17
2008-07,83,20
2008-07,84,14
2008-07,85,8
2008-07,86,11
2008-07,87,16
2008-07,88,5
2008-07,89,7
2008-07,90,9
2008-07,91,16
2008-07,92,8
2008-07,93,12
2008-07,94,14
2008-07,95,10
2008-07,96,6
2008-07,97,6
2008-07,98,7
2008-07,99,8
2008-07,100,252
2008-08,0,41
2008-08,1,345
2008-08,2,693
2008-08,3,451
2008-08,4,288
2008-08,5,204
2008-08,6,307
2008-08,7,301
2008-08,8,433
2008-08,9,565
2008-08,10,466
2008-08,11,566
2008-08,12,687
2008-08,13,791
2008-08,14,711
2008-08,15,1033
2008-08,16,982
2008-08,17,619
2008-08,18,531
2008-08,19,471
2008-08,20,419
2008-08,21,439
2008-08,22,412
2008-08,23,378
2008-08,24,367
2008-08,25,340
2008-08,26,327
2008-08,27,297
2008-08,28,339
2008-08,29,327
2008-08,30,267
2008-08,31,256
2008-08,32,273
2008-08,33,240
2008-08,34,255
2008-08,35,229
2008-08,36,217
2008-08,37,219
2008-08,38,172
2008-08,39,165
2008-08,40,164
2008-08,41,147
2008-08,42,133
2008-08,43,105
2008-08,44,92
2008-08,45,99
2008-08,46,85
2008-08,47,78
2008-08,48,72
2008-08,49,71
2008-08,50,61
2008-08,51,41
2008-08,52,44
2008-08,53,52
2008-08,54,40
2008-08,55,31
2008-08,56,36
2008-08,57,20
2008-08,58,37
2008-08,59,27
2008-08,60,29
2008-08,61,34
2008-08,62,23
2008-08,63,29
2008-08,64,18
2008-08,65,20
2008-08,66,17
2008-08,67,31
2008-08,68,18
2008-08,69,16
2008-08,70,24
2008-08,71,13
2008-08,72,21
2008-08,73,21
2008-08,74,18
2008-08,75,16
2008-08,76,19
2008-08,77,14
2008-08,78,15
2008-08,79,18
2008-08,80,9
2008-08,81,12
2008-08,82,15
2008-08,83,9
2008-08,84,10
2008-08,85,11
2008-08,86,8
2008-08,87,10
2008-08,88,7
2008-08,89,7
2008-08,90,8
2008-08,91,14
2008-08,92,9
2008-08,93,9
2008-08,94,5
2008-08,95,10
2008-08,96,8
2008-08,97,2
2008-08,98,10
2008-08,99,2
2008-08,100,208
2008-09,0,32
2008-09,1,268
2008-09,2,515
2008-09,3,299
2008-09,4,128
2008-09,5,109
2008-09,6,198
2008-09,7,189
2008-09,8,300
2008-09,9,342
2008-09,10,278
2008-09,11,383
2008-09,12,406
2008-09,13,462
2008-09,14,503
2008-09,15,595
2008-09,16,763
2008-09,17,457
2008-09,18,332
2008-09,19,307
2008-09,20,281
2008-09,21,293
2008-09,22,392
2008-09,23,246
2008-09,24,254
2008-09,25,238
2008-09,26,243
2008-09,27,219
2008-09,28,199
2008-09,29,223
2008-09,30,217
2008-09,31,191
2008-09,32,181
2008-09,33,180
2008-09,34,146
2008-09,35,169
2008-09,36,160
2008-09,37,136
2008-09,38,128
2008-09,39,129
2008-09,40,114
2008-09,41,86
2008-09,42,93
2008-09,43,77
2008-09,44,62
2008-09,45,69
2008-09,46,47
2008-09,47,57
2008-09,48,58
2008-09,49,34
2008-09,50,44
2008-09,51,46
2008-09,52,38
2008-09,53,22
2008-09,54,34
2008-09,55,32
2008-09,56,14
2008-09,57,17
2008-09,58,20
2008-09,59,20
2008-09,60,19
2008-09,61,19
2008-09,62,15
2008-09,63,23
2008-09,64,16
2008-09,65,17
2008-09,66,17
2008-09,67,12
2008-09,68,17
2008-09,69,12
2008-09,70,14
2008-09,71,14
2008-09,72,8
2008-09,73,10
2008-09,74,15
2008-09,75,16
2008-09,76,11
2008-09,77,10
2008-09,78,13
2008-09,79,8
2008-09,80,11
2008-09,81,9
2008-09,82,11
2008-09,83,9
2008-09,84,8
2008-09,85,9
2008-09,86,8
2008-09,87,8
2008-09,88,11
2008-09,89,2
2008-09,90,8
2008-09,91,11
2008-09,92,9
2008-09,93,1
2008-09,94,9
2008-09,95,8
2008-09,96,4
2008-09,97,6
2008-09,98,8
2008-09,99,5
2008-09,100,170
2008-10,0,108
2008-10,1,573
2008-10,2,635
2008-10,3,472
2008-10,4,275
2008-10,5,223
2008-10,6,283
2008-10,7,342
2008-10,8,479
2008-10,9,642
2008-10,10,602
2008-10,11,711
2008-10,12,773
2008-10,13,849
2008-10,14,786
2008-10,15,801
2008-10,16,862
2008-10,17,779
2008-10,18,922
2008-10,19,1043
2008-10,20,949
2008-10,21,903
2008-10,22,761
2008-10,23,746
2008-10,24,721
2008-10,25,616
2008-10,26,555
2008-10,27,526
2008-10,28,477
2008-10,29,442
2008-10,30,414
2008-10,31,446
2008-10,32,378
2008-10,33,356
2008-10,34,349
2008-10,35,310
2008-10,36,308
2008-10,37,279
2008-10,38,234
2008-10,39,228
2008-10,40,201
2008-10,41,184
2008-10,42,188
2008-10,43,171
2008-10,44,145
2008-10,45,141
2008-10,46,105
2008-10,47,118
2008-10,48,111
2008-10,49,102
2008-10,50,102
2008-10,51,86
2008-10,52,76
2008-10,53,72
2008-10,54,59
2008-10,55,80
2008-10,56,54
2008-10,57,63
2008-10,58,50
2008-10,59,55
2008-10,60,42
2008-10,61,51
2008-10,62,40
2008-10,63,37
2008-10,64,31
2008-10,65,38
2008-10,66,26
2008-10,67,22
2008-10,68,30
2008-10,69,22
2008-10,70,26
2008-10,71,25
2008-10,72,32
2008-10,73,15
2008-10,74,19
2008-10,75,21
2008-10,76,19
2008-10,77,15
2008-10,78,21
2008-10,79,16
2008-10,80,11
2008-10,81,12
2008-10,82,11
2008-10,83,6
2008-10,84,12
2008-10,85,8
2008-10,86,12
2008-10,87,5
2008-10,88,8
2008-10,89,8
2008-10,90,6
2008-10,91,7
2008-10,92,11
2008-10,93,5
2008-10,94,8
2008-10,95,12
2008-10,96,7
2008-10,97,8
2008-10,98,8
2008-10,99,13
2008-10,100,270
2008-11,0,88
2008-11,1,363
2008-11,2,451
2008-11,3,290
2008-11,4,183
2008-11,5,180
2008-11,6,239
2008-11,7,263
2008-11,8,361
2008-11,9,437
2008-11,10,402
2008-11,11,494
2008-11,12,482
2008-11,13,409
2008-11,14,387
2008-11,15,361
2008-11,16,391
2008-11,17,478
2008-11,18,654
2008-11,19,928
2008-11,20,728
2008-11,21,656
2008-11,22,599
2008-11,23,554
2008-11,24,490
2008-11,25,477
2008-11,26,411
2008-11,27,376
2008-11,28,327
2008-11,29,287
2008-11,30,297
2008-11,31,235
2008-11,32,267
2008-11,33,218
2008-11,34,207
2008-11,35,188
2008-11,36,167
2008-11,37,159
2008-11,38,168
2008-11,39,137
2008-11,40,140
2008-11,41,116
2008-11,42,108
2008-11,43,78
2008-11,44,84
2008-11,45,78
2008-11,46,71
2008-11,47,63
2008-11,48,59
2008-11,49,52
2008-11,50,49
2008-11,51,45
2008-11,52,46
2008-11,53,32
2008-11,54,46
2008-11,55,38
2008-11,56,33
2008-11,57,29
2008-11,58,33
2008-11,59,34
2008-11,60,26
2008-11,61,29
2008-11,62,20
2008-11,63,16
2008-11,64,19
2008-11,65,16
2008-11,66,18
2008-11,67,18
2008-11,68,13
2008-11,69,16
2008-11,70,19
2008-11,71,14
2008-11,72,8
2008-11,73,14
2008-11,74,5
2008-11,75,8
2008-11,76,10
2008-11,77,9
2008-11,78,12
2008-11,79,5
2008-11,80,7
2008-11,81,9
2008-11,82,6
2008-11,83,7
2008-11,84,3
2008-11,85,7
2008-11,86,7
2008-11,87,8
2008-11,88,4
2008-11,89,4
2008-11,90,2
2008-11,91,10
2008-11,92,4
2008-11,93,3
2008-11,94,3
2008-11,95,8
2008-11,96,4
2008-11,97,8
2008-11,98,5
2008-11,99,1
2008-11,100,118
2008-12,0,65
2008-12,1,270
2008-12,2,377
2008-12,3,275
2008-12,4,115
2008-12,5,257
2008-12,6,147
2008-12,7,157
2008-12,8,267
2008-12,9,375
2008-12,10,304
2008-12,11,365
2008-12,12,328
2008-12,13,276
2008-12,14,218
2008-12,15,220
2008-12,16,223
2008-12,17,299
2008-12,18,419
2008-12,19,769
2008-12,20,530
2008-12,21,402
2008-12,22,408
2008-12,23,374
2008-12,24,275
2008-12,25,219
2008-12,26,206
2008-12,27,170
2008-12,28,188
2008-12,29,140
2008-12,30,151
2008-12,31,161
2008-12,32,136
2008-12,33,152
2008-12,34,141
2008-12,35,121
2008-12,36,102
2008-12,37,122
2008-12,38,118
2008-12,39,93
2008-12,40,85
2008-12,41,99
2008-12,42,82
2008-12,43,76
2008-12,44,81
2008-12,45,50
2008-12,46,56
2008-12,47,54
2008-12,48,45
2008-12,49,39
2008-12,50,42
2008-12,51,41
2008-12,52,33
2008-12,53,24
2008-12,54,32
2008-12,55,32
2008-12,56,33
2008-12,57,36
2008-12,58,22
2008-12,59,20
2008-12,60,18
2008-12,61,21
2008-12,62,23
2008-12,63,21
2008-12,64,16
2008-12,65,15
2008-12,66,14
2008-12,67,25
2008-12,68,10
2008-12,69,11
2008-12,70,12
2008-12,71,16
2008-12,72,10
2008-12,73,15
2008-12,74,13
2008-12,75,6
2008-12,76,7
2008-12,77,13
2008-12,78,6
2008-12,79,11
2008-12,80,11
2008-12,81,10
2008-12,82,12
2008-12,83,10
2008-12,84,6
2008-12,85,9
2008-12,86,3
2008-12,87,7
2008-12,88,2
2008-12,89,5
2008-12,90,9
2008-12,91,6
2008-12,92,7
2008-12,93,9
2008-12,94,9
2008-12,95,7
2008-12,96,12
2008-12,97,9
2008-12,98,4
2008-12,99,7
2008-12,100,197
2009-01,0,37
2009-01,1,477
2009-01,2,546
2009-01,3,506
2009-01,4,328
2009-01,5,258
2009-01,6,279
2009-01,7,265
2009-01,8,331
2009-01,9,399
2009-01,10,395
2009-01,11,438
2009-01,12,435
2009-01,13,387
2009-01,14,403
2009-01,15,371
2009-01,16,399
2009-01,17,470
2009-01,18,551
2009-01,19,869
2009-01,20,913
2009-01,21,777
2009-01,22,740
2009-01,23,792
2009-01,24,696
2009-01,25,569
2009-01,26,558
2009-01,27,512
2009-01,28,451
2009-01,29,393
2009-01,30,344
2009-01,31,324
2009-01,32,303
2009-01,33,318
2009-01,34,304
2009-01,35,267
2009-01,36,265
2009-01,37,240
2009-01,38,256
2009-01,39,265
2009-01,40,270
2009-01,41,270
2009-01,42,222
2009-01,43,226
2009-01,44,225
2009-01,45,254
2009-01,46,206
2009-01,47,222
2009-01,48,182
2009-01,49,195
2009-01,50,208
2009-01,51,175
2009-01,52,175
2009-01,53,157
2009-01,54,152
2009-01,55,177
2009-01,56,159
2009-01,57,165
2009-01,58,167
2009-01,59,149
2009-01,60,137
2009-01,61,142
2009-01,62,137
2009-01,63,141
2009-01,64,140
2009-01,65,118
2009-01,66,117
2009-01,67,91
2009-01,68,111
2009-01,69,94
2009-01,70,91
2009-01,71,75
2009-01,72,85
2009-01,73,94
2009-01,74,79
2009-01,75,84
2009-01,76,93
2009-01,77,59
2009-01,78,69
2009-01,79,66
2009-01,80,59
2009-01,81,61
2009-01,82,54
2009-01,83,41
2009-01,84,53
2009-01,85,51
2009-01,86,56
2009-01,87,50
2009-01,88,43
2009-01,89,46
2009-01,90,40
2009-01,91,29
2009-01,92,31
2009-01,93,40
2009-01,94,24
2009-01,95,39
2009-01,96,24
2009-01,97,35
2009-01,98,34
2009-01,99,29
2009-01,100,1073
2009-02,0,58
2009-02,1,522
2009-02,2,533
2009-02,3,426
2009-02,4,246
2009-02,5,305
2009-02,6,288
2009-02,7,447
2009-02,8,257
2009-02,9,299
2009-02,10,382
2009-02,11,497
2009-02,12,445
2009-02,13,394
2009-02,14,383
2009-02,15,343
2009-02,16,366
2009-02,17,435
2009-02,18,535
2009-02,19,890
2009-02,20,972
2009-02,21,828
2009-02,22,778
2009-02,23,611
2009-02,24,532
2009-02,25,490
2009-02,26,413
2009-02,27,385
2009-02,28,391
2009-02,29,353
2009-02,30,314
2009-02,31,279
2009-02,32,244
2009-02,33,209
2009-02,34,255
2009-02,35,241
2009-02,36,234
2009-02,37,214
2009-02,38,235
2009-02,39,247
2009-02,40,221
2009-02,41,246
2009-02,42,259
2009-02,43,244
2009-02,44,216
2009-02,45,204
2009-02,46,213
2009-02,47,201
2009-02,48,180
2009-02,49,201
2009-02,50,190
2009-02,51,161
2009-02,52,183
2009-02,53,138
2009-02,54,142
2009-02,55,162
2009-02,56,151
2009-02,57,156
2009-02,58,135
2009-02,59,143
2009-02,60,97
2009-02,61,108
2009-02,62,112
2009-02,63,98
2009-02,64,111
2009-02,65,83
2009-02,66,86
2009-02,67,84
2009-02,68,81
2009-02,69,89
2009-02,70,61
2009-02,71,64
2009-02,72,62
2009-02,73,73
2009-02,74,52
2009-02,75,56
2009-02,76,51
2009-02,77,41
2009-02,78,39
2009-02,79,42
2009-02,80,42
2009-02,81,42
2009-02,82,36
2009-02,83,49
2009-02,84,42
2009-02,85,28
2009-02,86,31
2009-02,87,29
2009-02,88,39
2009-02,89,38
2009-02,90,29
2009-02,91,25
2009-02,92,27
2009-02,93,25
2009-02,94,31
2009-02,95,25
2009-02,96,29
2009-02,97,16
2009-02,98,22
