bucket,count,date
5000,19,2016-05-07-19
6000,13,2016-05-07-19
7000,8,2016-05-07-19
8000,7,2016-05-07-19
9000,7,2016-05-07-19
1,0,2016-05-02-04
2,0,2016-05-02-04
3,0,2016-05-02-04
4,0,2016-05-02-04
5,4,2016-05-02-04
6,5,2016-05-02-04
7,2,2016-05-02-04
8,5,2016-05-02-04
9,13,2016-05-02-04
10,148,2016-05-02-04
20,470,2016-05-02-04
30,705,2016-05-02-04
40,672,2016-05-02-04
50,553,2016-05-02-04
60,374,2016-05-02-04
70,337,2016-05-02-04
80,232,2016-05-02-04
90,223,2016-05-02-04
100,2064,2016-05-02-04
200,1364,2016-05-02-04
300,1120,2016-05-02-04
400,334,2016-05-02-04
500,191,2016-05-02-04
600,114,2016-05-02-04
700,79,2016-05-02-04
800,56,2016-05-02-04
900,47,2016-05-02-04
1000,207,2016-05-02-04
2000,83,2016-05-02-04
3000,29,2016-05-02-04
4000,32,2016-05-02-04
5000,13,2016-05-02-04
6000,14,2016-05-02-04
7000,9,2016-05-02-04
8000,8,2016-05-02-04
9000,3,2016-05-02-04
1,0,2016-05-03-20
2,0,2016-05-03-20
3,0,2016-05-03-20
4,2,2016-05-03-20
5,1,2016-05-03-20
6,1,2016-05-03-20
7,3,2016-05-03-20
8,9,2016-05-03-20
9,17,2016-05-03-20
10,247,2016-05-03-20
20,493,2016-05-03-20
30,552,2016-05-03-20
40,529,2016-05-03-20
50,453,2016-05-03-20
60,305,2016-05-03-20
70,304,2016-05-03-20
80,248,2016-05-03-20
90,203,2016-05-03-20
100,2148,2016-05-03-20
200,1524,2016-05-03-20
300,1250,2016-05-03-20
400,392,2016-05-03-20
500,219,2016-05-03-20
600,166,2016-05-03-20
700,115,2016-05-03-20
800,75,2016-05-03-20
900,60,2016-05-03-20
1000,267,2016-05-03-20
2000,117,2016-05-03-20
3000,39,2016-05-03-20
4000,44,2016-05-03-20
5000,21,2016-05-03-20
6000,15,2016-05-03-20
7000,10,2016-05-03-20
8000,10,2016-05-03-20
9000,9,2016-05-03-20
1,0,2016-05-01-21
2,0,2016-05-01-21
3,0,2016-05-01-21
4,0,2016-05-01-21
5,0,2016-05-01-21
6,0,2016-05-01-21
7,0,2016-05-01-21
8,0,2016-05-01-21
9,0,2016-05-01-21
10,26,2016-05-01-21
20,54,2016-05-01-21
30,81,2016-05-01-21
40,59,2016-05-01-21
50,57,2016-05-01-21
60,40,2016-05-01-21
70,42,2016-05-01-21
80,40,2016-05-01-21
90,24,2016-05-01-21
100,267,2016-05-01-21
200,212,2016-05-01-21
300,211,2016-05-01-21
400,57,2016-05-01-21
500,28,2016-05-01-21
600,30,2016-05-01-21
700,11,2016-05-01-21
800,12,2016-05-01-21
900,6,2016-05-01-21
1000,34,2016-05-01-21
2000,21,2016-05-01-21
3000,9,2016-05-01-21
4000,5,2016-05-01-21
5000,1,2016-05-01-21
6000,0,2016-05-01-21
7000,0,2016-05-01-21
8000,1,2016-05-01-21
9000,2,2016-05-01-21
1,0,2016-05-02-19
2,0,2016-05-02-19
3,2,2016-05-02-19
4,0,2016-05-02-19
5,2,2016-05-02-19
6,1,2016-05-02-19
7,5,2016-05-02-19
8,6,2016-05-02-19
9,18,2016-05-02-19
10,312,2016-05-02-19
20,449,2016-05-02-19
30,597,2016-05-02-19
40,562,2016-05-02-19
50,459,2016-05-02-19
60,327,2016-05-02-19
70,305,2016-05-02-19
80,237,2016-05-02-19
90,184,2016-05-02-19
100,1919,2016-05-02-19
200,1581,2016-05-02-19
300,1192,2016-05-02-19
400,401,2016-05-02-19
500,260,2016-05-02-19
600,162,2016-05-02-19
700,127,2016-05-02-19
800,105,2016-05-02-19
900,55,2016-05-02-19
1000,277,2016-05-02-19
2000,99,2016-05-02-19
3000,40,2016-05-02-19
4000,28,2016-05-02-19
5000,20,2016-05-02-19
6000,15,2016-05-02-19
7000,12,2016-05-02-19
8000,11,2016-05-02-19
9000,7,2016-05-02-19
1,0,2016-05-01-22
2,0,2016-05-01-22
3,0,2016-05-01-22
4,0,2016-05-01-22
5,0,2016-05-01-22
6,1,2016-05-01-22
7,0,2016-05-01-22
8,1,2016-05-01-22
9,2,2016-05-01-22
10,31,2016-05-01-22
20,48,2016-05-01-22
30,84,2016-05-01-22
40,73,2016-05-01-22
50,68,2016-05-01-22
60,62,2016-05-01-22
70,41,2016-05-01-22
80,35,2016-05-01-22
90,17,2016-05-01-22
100,283,2016-05-01-22
200,218,2016-05-01-22
300,231,2016-05-01-22
400,51,2016-05-01-22
500,39,2016-05-01-22
600,18,2016-05-01-22
700,13,2016-05-01-22
800,11,2016-05-01-22
900,6,2016-05-01-22
1000,25,2016-05-01-22
2000,8,2016-05-01-22
3000,12,2016-05-01-22
4000,5,2016-05-01-22
5000,2,2016-05-01-22
6000,2,2016-05-01-22
7000,0,2016-05-01-22
8000,2,2016-05-01-22
9000,1,2016-05-01-22
1,0,2016-05-02-00
2,0,2016-05-02-00
3,0,2016-05-02-00
4,0,2016-05-02-00
5,1,2016-05-02-00
6,3,2016-05-02-00
7,3,2016-05-02-00
8,8,2016-05-02-00
9,7,2016-05-02-00
10,155,2016-05-02-00
20,486,2016-05-02-00
30,830,2016-05-02-00
40,827,2016-05-02-00
50,628,2016-05-02-00
60,465,2016-05-02-00
70,352,2016-05-02-00
80,297,2016-05-02-00
90,214,2016-05-02-00
100,1818,2016-05-02-00
200,1223,2016-05-02-00
300,918,2016-05-02-00
400,313,2016-05-02-00
500,161,2016-05-02-00
600,115,2016-05-02-00
700,93,2016-05-02-00
800,61,2016-05-02-00
900,52,2016-05-02-00
1000,207,2016-05-02-00
2000,92,2016-05-02-00
3000,24,2016-05-02-00
4000,22,2016-05-02-00
5000,16,2016-05-02-00
6000,10,2016-05-02-00
7000,5,2016-05-02-00
8000,8,2016-05-02-00
9000,6,2016-05-02-00
1,0,2016-05-02-02
2,0,2016-05-02-02
3,0,2016-05-02-02
4,0,2016-05-02-02
5,1,2016-05-02-02
6,2,2016-05-02-02
7,2,2016-05-02-02
8,4,2016-05-02-02
9,4,2016-05-02-02
10,121,2016-05-02-02
20,495,2016-05-02-02
30,862,2016-05-02-02
40,881,2016-05-02-02
50,810,2016-05-02-02
60,493,2016-05-02-02
70,367,2016-05-02-02
80,300,2016-05-02-02
90,251,2016-05-02-02
100,1878,2016-05-02-02
200,1245,2016-05-02-02
300,937,2016-05-02-02
400,348,2016-05-02-02
500,193,2016-05-02-02
600,101,2016-05-02-02
700,92,2016-05-02-02
800,55,2016-05-02-02
900,39,2016-05-02-02
1000,178,2016-05-02-02
2000,88,2016-05-02-02
3000,23,2016-05-02-02
4000,11,2016-05-02-02
5000,7,2016-05-02-02
6000,8,2016-05-02-02
7000,13,2016-05-02-02
8000,5,2016-05-02-02
9000,6,2016-05-02-02
1,0,2016-05-02-22
2,0,2016-05-02-22
3,0,2016-05-02-22
4,1,2016-05-02-22
5,0,2016-05-02-22
6,2,2016-05-02-22
7,3,2016-05-02-22
8,7,2016-05-02-22
9,9,2016-05-02-22
10,255,2016-05-02-22
20,499,2016-05-02-22
30,677,2016-05-02-22
40,572,2016-05-02-22
50,520,2016-05-02-22
60,394,2016-05-02-22
70,295,2016-05-02-22
80,235,2016-05-02-22
90,199,2016-05-02-22
100,1789,2016-05-02-22
200,1283,2016-05-02-22
300,1338,2016-05-02-22
400,448,2016-05-02-22
500,277,2016-05-02-22
600,179,2016-05-02-22
700,108,2016-05-02-22
800,74,2016-05-02-22
900,46,2016-05-02-22
1000,260,2016-05-02-22
2000,107,2016-05-02-22
3000,51,2016-05-02-22
4000,40,2016-05-02-22
5000,26,2016-05-02-22
6000,19,2016-05-02-22
7000,17,2016-05-02-22
8000,14,2016-05-02-22
9000,9,2016-05-02-22
1,0,2016-05-02-09
2,0,2016-05-02-09
3,0,2016-05-02-09
4,2,2016-05-02-09
5,1,2016-05-02-09
6,1,2016-05-02-09
7,4,2016-05-02-09
8,7,2016-05-02-09
9,17,2016-05-02-09
10,290,2016-05-02-09
20,396,2016-05-02-09
30,442,2016-05-02-09
40,415,2016-05-02-09
50,335,2016-05-02-09
60,243,2016-05-02-09
70,240,2016-05-02-09
80,189,2016-05-02-09
90,140,2016-05-02-09
100,2166,2016-05-02-09
200,1637,2016-05-02-09
300,1193,2016-05-02-09
400,371,2016-05-02-09
500,220,2016-05-02-09
600,165,2016-05-02-09
700,94,2016-05-02-09
800,82,2016-05-02-09
900,55,2016-05-02-09
1000,257,2016-05-02-09
2000,116,2016-05-02-09
3000,42,2016-05-02-09
4000,38,2016-05-02-09
5000,21,2016-05-02-09
6000,23,2016-05-02-09
7000,8,2016-05-02-09
8000,12,2016-05-02-09
9000,9,2016-05-02-09
1,0,2016-05-03-02
2,1,2016-05-03-02
3,0,2016-05-03-02
4,1,2016-05-03-02
5,1,2016-05-03-02
6,2,2016-05-03-02
7,3,2016-05-03-02
8,3,2016-05-03-02
9,6,2016-05-03-02
10,109,2016-05-03-02
20,501,2016-05-03-02
30,881,2016-05-03-02
40,707,2016-05-03-02
50,653,2016-05-03-02
60,415,2016-05-03-02
70,330,2016-05-03-02
80,284,2016-05-03-02
90,210,2016-05-03-02
100,1731,2016-05-03-02
200,1301,2016-05-03-02
300,1123,2016-05-03-02
400,385,2016-05-03-02
500,247,2016-05-03-02
600,147,2016-05-03-02
700,109,2016-05-03-02
800,82,2016-05-03-02
900,58,2016-05-03-02
1000,230,2016-05-03-02
2000,104,2016-05-03-02
3000,38,2016-05-03-02
4000,21,2016-05-03-02
5000,19,2016-05-03-02
6000,14,2016-05-03-02
7000,13,2016-05-03-02
8000,3,2016-05-03-02
9000,4,2016-05-03-02
1,1,2016-05-03-00
2,0,2016-05-03-00
3,0,2016-05-03-00
4,1,2016-05-03-00
5,0,2016-05-03-00
6,5,2016-05-03-00
7,3,2016-05-03-00
8,5,2016-05-03-00
9,11,2016-05-03-00
10,148,2016-05-03-00
20,495,2016-05-03-00
30,782,2016-05-03-00
40,610,2016-05-03-00
50,613,2016-05-03-00
60,402,2016-05-03-00
70,338,2016-05-03-00
80,235,2016-05-03-00
90,211,2016-05-03-00
100,1746,2016-05-03-00
200,1333,2016-05-03-00
300,1114,2016-05-03-00
400,421,2016-05-03-00
500,230,2016-05-03-00
600,146,2016-05-03-00
700,102,2016-05-03-00
800,84,2016-05-03-00
900,67,2016-05-03-00
1000,254,2016-05-03-00
2000,102,2016-05-03-00
3000,39,2016-05-03-00
4000,21,2016-05-03-00
5000,23,2016-05-03-00
6000,17,2016-05-03-00
7000,8,2016-05-03-00
8000,9,2016-05-03-00
9000,15,2016-05-03-00
1,0,2016-05-02-13
2,0,2016-05-02-13
3,1,2016-05-02-13
4,3,2016-05-02-13
5,1,2016-05-02-13
6,5,2016-05-02-13
7,2,2016-05-02-13
8,9,2016-05-02-13
9,10,2016-05-02-13
10,224,2016-05-02-13
20,405,2016-05-02-13
30,526,2016-05-02-13
40,514,2016-05-02-13
50,436,2016-05-02-13
60,346,2016-05-02-13
70,335,2016-05-02-13
80,249,2016-05-02-13
90,215,2016-05-02-13
100,1937,2016-05-02-13
200,1409,2016-05-02-13
300,1150,2016-05-02-13
400,334,2016-05-02-13
500,191,2016-05-02-13
600,141,2016-05-02-13
700,96,2016-05-02-13
800,77,2016-05-02-13
900,53,2016-05-02-13
1000,235,2016-05-02-13
2000,92,2016-05-02-13
3000,43,2016-05-02-13
4000,25,2016-05-02-13
5000,20,2016-05-02-13
6000,13,2016-05-02-13
7000,7,2016-05-02-13
8000,11,2016-05-02-13
9000,9,2016-05-02-13
1,0,2016-05-02-07
2,0,2016-05-02-07
3,0,2016-05-02-07
4,4,2016-05-02-07
5,0,2016-05-02-07
6,3,2016-05-02-07
7,4,2016-05-02-07
8,2,2016-05-02-07
9,17,2016-05-02-07
10,268,2016-05-02-07
20,402,2016-05-02-07
30,446,2016-05-02-07
40,369,2016-05-02-07
50,307,2016-05-02-07
60,259,2016-05-02-07
70,191,2016-05-02-07
80,177,2016-05-02-07
90,137,2016-05-02-07
100,2149,2016-05-02-07
200,1632,2016-05-02-07
300,1297,2016-05-02-07
400,437,2016-05-02-07
500,221,2016-05-02-07
600,149,2016-05-02-07
700,107,2016-05-02-07
800,96,2016-05-02-07
900,55,2016-05-02-07
1000,234,2016-05-02-07
2000,110,2016-05-02-07
3000,26,2016-05-02-07
4000,27,2016-05-02-07
5000,11,2016-05-02-07
6000,19,2016-05-02-07
7000,11,2016-05-02-07
8000,6,2016-05-02-07
9000,4,2016-05-02-07
1,0,2016-05-02-23
2,0,2016-05-02-23
3,0,2016-05-02-23
4,1,2016-05-02-23
5,3,2016-05-02-23
6,3,2016-05-02-23
7,0,2016-05-02-23
8,1,2016-05-02-23
9,8,2016-05-02-23
10,183,2016-05-02-23
20,439,2016-05-02-23
30,693,2016-05-02-23
40,586,2016-05-02-23
50,549,2016-05-02-23
60,399,2016-05-02-23
70,345,2016-05-02-23
80,244,2016-05-02-23
90,196,2016-05-02-23
100,1761,2016-05-02-23
200,1363,2016-05-02-23
300,1200,2016-05-02-23
400,410,2016-05-02-23
500,260,2016-05-02-23
600,139,2016-05-02-23
700,82,2016-05-02-23
800,68,2016-05-02-23
900,61,2016-05-02-23
1000,242,2016-05-02-23
2000,105,2016-05-02-23
3000,31,2016-05-02-23
4000,24,2016-05-02-23
5000,18,2016-05-02-23
6000,11,2016-05-02-23
7000,15,2016-05-02-23
8000,10,2016-05-02-23
9000,8,2016-05-02-23
1,0,2016-05-11-01
2,1,2016-05-11-01
3,0,2016-05-11-01
4,1,2016-05-11-01
5,0,2016-05-11-01
6,2,2016-05-11-01
7,1,2016-05-11-01
8,1,2016-05-11-01
9,13,2016-05-11-01
10,133,2016-05-11-01
20,473,2016-05-11-01
30,667,2016-05-11-01
40,598,2016-05-11-01
50,583,2016-05-11-01
60,600,2016-05-11-01
70,467,2016-05-11-01
80,291,2016-05-11-01
90,258,2016-05-11-01
100,1828,2016-05-11-01
200,1395,2016-05-11-01
300,1101,2016-05-11-01
400,368,2016-05-11-01
500,192,2016-05-11-01
600,127,2016-05-11-01
700,96,2016-05-11-01
800,77,2016-05-11-01
900,77,2016-05-11-01
1000,221,2016-05-11-01
2000,91,2016-05-11-01
3000,35,2016-05-11-01
4000,34,2016-05-11-01
5000,18,2016-05-11-01
6000,16,2016-05-11-01
7000,8,2016-05-11-01
8000,7,2016-05-11-01
9000,10,2016-05-11-01
1,0,2016-05-02-14
2,0,2016-05-02-14
3,0,2016-05-02-14
4,0,2016-05-02-14
5,2,2016-05-02-14
6,2,2016-05-02-14
7,8,2016-05-02-14
8,10,2016-05-02-14
9,11,2016-05-02-14
10,220,2016-05-02-14
20,430,2016-05-02-14
30,562,2016-05-02-14
40,532,2016-05-02-14
50,441,2016-05-02-14
60,371,2016-05-02-14
70,306,2016-05-02-14
80,255,2016-05-02-14
90,179,2016-05-02-14
100,1986,2016-05-02-14
200,1288,2016-05-02-14
300,1063,2016-05-02-14
400,355,2016-05-02-14
500,208,2016-05-02-14
600,133,2016-05-02-14
700,86,2016-05-02-14
800,74,2016-05-02-14
900,45,2016-05-02-14
1000,246,2016-05-02-14
2000,94,2016-05-02-14
3000,47,2016-05-02-14
4000,37,2016-05-02-14
5000,14,2016-05-02-14
6000,16,2016-05-02-14
7000,9,2016-05-02-14
8000,5,2016-05-02-14
9000,8,2016-05-02-14
1,0,2016-05-04-02
2,1,2016-05-04-02
3,2,2016-05-04-02
4,1,2016-05-04-02
5,3,2016-05-04-02
6,1,2016-05-04-02
7,2,2016-05-04-02
8,8,2016-05-04-02
9,5,2016-05-04-02
10,115,2016-05-04-02
20,518,2016-05-04-02
30,923,2016-05-04-02
40,797,2016-05-04-02
50,682,2016-05-04-02
60,488,2016-05-04-02
70,369,2016-05-04-02
80,252,2016-05-04-02
90,232,2016-05-04-02
100,1775,2016-05-04-02
200,1231,2016-05-04-02
300,1008,2016-05-04-02
400,375,2016-05-04-02
500,202,2016-05-04-02
600,132,2016-05-04-02
700,88,2016-05-04-02
800,62,2016-05-04-02
900,43,2016-05-04-02
1000,199,2016-05-04-02
2000,80,2016-05-04-02
3000,28,2016-05-04-02
4000,28,2016-05-04-02
5000,20,2016-05-04-02
6000,13,2016-05-04-02
7000,5,2016-05-04-02
8000,9,2016-05-04-02
9000,7,2016-05-04-02
1,0,2016-05-02-11
2,0,2016-05-02-11
3,0,2016-05-02-11
4,1,2016-05-02-11
5,3,2016-05-02-11
6,3,2016-05-02-11
7,3,2016-05-02-11
8,6,2016-05-02-11
9,16,2016-05-02-11
10,230,2016-05-02-11
20,415,2016-05-02-11
30,539,2016-05-02-11
40,497,2016-05-02-11
50,437,2016-05-02-11
60,371,2016-05-02-11
70,256,2016-05-02-11
80,220,2016-05-02-11
90,178,2016-05-02-11
100,2031,2016-05-02-11
200,1414,2016-05-02-11
300,1153,2016-05-02-11
400,362,2016-05-02-11
500,202,2016-05-02-11
600,134,2016-05-02-11
700,100,2016-05-02-11
800,82,2016-05-02-11
900,47,2016-05-02-11
1000,256,2016-05-02-11
2000,100,2016-05-02-11
3000,51,2016-05-02-11
4000,25,2016-05-02-11
5000,23,2016-05-02-11
6000,16,2016-05-02-11
7000,11,2016-05-02-11
8000,9,2016-05-02-11
9000,4,2016-05-02-11
1,0,2016-05-02-05
2,0,2016-05-02-05
3,1,2016-05-02-05
4,0,2016-05-02-05
5,2,2016-05-02-05
6,4,2016-05-02-05
7,1,2016-05-02-05
8,5,2016-05-02-05
9,4,2016-05-02-05
10,153,2016-05-02-05
20,422,2016-05-02-05
30,580,2016-05-02-05
40,549,2016-05-02-05
50,451,2016-05-02-05
60,346,2016-05-02-05
70,250,2016-05-02-05
80,232,2016-05-02-05
90,178,2016-05-02-05
100,2071,2016-05-02-05
200,1514,2016-05-02-05
300,1202,2016-05-02-05
400,342,2016-05-02-05
500,190,2016-05-02-05
600,135,2016-05-02-05
700,111,2016-05-02-05
800,66,2016-05-02-05
900,42,2016-05-02-05
1000,218,2016-05-02-05
2000,86,2016-05-02-05
3000,31,2016-05-02-05
4000,39,2016-05-02-05
5000,13,2016-05-02-05
6000,16,2016-05-02-05
7000,6,2016-05-02-05
8000,5,2016-05-02-05
9000,2,2016-05-02-05
1,0,2016-05-03-03
2,0,2016-05-03-03
3,0,2016-05-03-03
4,0,2016-05-03-03
5,3,2016-05-03-03
6,4,2016-05-03-03
7,5,2016-05-03-03
8,3,2016-05-03-03
9,6,2016-05-03-03
10,114,2016-05-03-03
20,461,2016-05-03-03
30,787,2016-05-03-03
40,710,2016-05-03-03
50,559,2016-05-03-03
60,409,2016-05-03-03
70,342,2016-05-03-03
80,252,2016-05-03-03
90,204,2016-05-03-03
100,1709,2016-05-03-03
200,1415,2016-05-03-03
300,1171,2016-05-03-03
400,428,2016-05-03-03
500,247,2016-05-03-03
600,120,2016-05-03-03
700,88,2016-05-03-03
800,86,2016-05-03-03
900,49,2016-05-03-03
1000,238,2016-05-03-03
2000,80,2016-05-03-03
3000,38,2016-05-03-03
4000,25,2016-05-03-03
5000,17,2016-05-03-03
6000,20,2016-05-03-03
7000,8,2016-05-03-03
8000,4,2016-05-03-03
9000,3,2016-05-03-03
1,0,2016-05-02-15
2,0,2016-05-02-15
3,1,2016-05-02-15
4,2,2016-05-02-15
5,0,2016-05-02-15
6,4,2016-05-02-15
7,5,2016-05-02-15
8,9,2016-05-02-15
9,14,2016-05-02-15
10,242,2016-05-02-15
20,429,2016-05-02-15
30,583,2016-05-02-15
40,521,2016-05-02-15
50,459,2016-05-02-15
60,392,2016-05-02-15
70,322,2016-05-02-15
80,230,2016-05-02-15
90,232,2016-05-02-15
100,1905,2016-05-02-15
200,1353,2016-05-02-15
300,1122,2016-05-02-15
400,365,2016-05-02-15
500,203,2016-05-02-15
600,119,2016-05-02-15
700,102,2016-05-02-15
800,82,2016-05-02-15
900,54,2016-05-02-15
1000,255,2016-05-02-15
2000,97,2016-05-02-15
3000,38,2016-05-02-15
4000,31,2016-05-02-15
5000,24,2016-05-02-15
6000,15,2016-05-02-15
7000,14,2016-05-02-15
8000,7,2016-05-02-15
9000,9,2016-05-02-15
1,0,2016-05-02-08
2,0,2016-05-02-08
3,0,2016-05-02-08
4,0,2016-05-02-08
5,0,2016-05-02-08
6,1,2016-05-02-08
7,6,2016-05-02-08
8,11,2016-05-02-08
9,19,2016-05-02-08
10,291,2016-05-02-08
20,386,2016-05-02-08
30,451,2016-05-02-08
40,416,2016-05-02-08
50,311,2016-05-02-08
60,295,2016-05-02-08
70,217,2016-05-02-08
80,177,2016-05-02-08
90,159,2016-05-02-08
100,2069,2016-05-02-08
200,1651,2016-05-02-08
300,1217,2016-05-02-08
400,378,2016-05-02-08
500,233,2016-05-02-08
600,138,2016-05-02-08
700,98,2016-05-02-08
800,72,2016-05-02-08
900,64,2016-05-02-08
1000,247,2016-05-02-08
2000,104,2016-05-02-08
3000,57,2016-05-02-08
4000,27,2016-05-02-08
5000,22,2016-05-02-08
6000,18,2016-05-02-08
7000,11,2016-05-02-08
8000,8,2016-05-02-08
9000,2,2016-05-02-08
1,1,2016-05-09-02
2,0,2016-05-09-02
3,0,2016-05-09-02
4,2,2016-05-09-02
5,0,2016-05-09-02
6,3,2016-05-09-02
7,3,2016-05-09-02
8,3,2016-05-09-02
9,4,2016-05-09-02
10,129,2016-05-09-02
20,491,2016-05-09-02
30,913,2016-05-09-02
40,786,2016-05-09-02
50,645,2016-05-09-02
60,412,2016-05-09-02
70,338,2016-05-09-02
80,255,2016-05-09-02
90,241,2016-05-09-02
100,1759,2016-05-09-02
200,1323,2016-05-09-02
300,1057,2016-05-09-02
400,401,2016-05-09-02
500,195,2016-05-09-02
600,113,2016-05-09-02
700,89,2016-05-09-02
800,71,2016-05-09-02
900,48,2016-05-09-02
1000,202,2016-05-09-02
2000,97,2016-05-09-02
3000,39,2016-05-09-02
4000,21,2016-05-09-02
5000,20,2016-05-09-02
6000,13,2016-05-09-02
7000,4,2016-05-09-02
8000,5,2016-05-09-02
9000,5,2016-05-09-02
1,0,2016-05-03-04
2,0,2016-05-03-04
3,2,2016-05-03-04
4,0,2016-05-03-04
5,0,2016-05-03-04
6,3,2016-05-03-04
7,0,2016-05-03-04
8,3,2016-05-03-04
9,2,2016-05-03-04
10,134,2016-05-03-04
20,421,2016-05-03-04
30,605,2016-05-03-04
40,614,2016-05-03-04
50,467,2016-05-03-04
60,352,2016-05-03-04
70,283,2016-05-03-04
80,253,2016-05-03-04
90,201,2016-05-03-04
100,1981,2016-05-03-04
200,1652,2016-05-03-04
300,1220,2016-05-03-04
400,452,2016-05-03-04
500,232,2016-05-03-04
600,130,2016-05-03-04
700,113,2016-05-03-04
800,69,2016-05-03-04
900,65,2016-05-03-04
1000,260,2016-05-03-04
2000,109,2016-05-03-04
3000,32,2016-05-03-04
4000,28,2016-05-03-04
5000,12,2016-05-03-04
6000,8,2016-05-03-04
7000,7,2016-05-03-04
8000,7,2016-05-03-04
9000,4,2016-05-03-04
1,0,2016-05-04-06
2,0,2016-05-04-06
3,0,2016-05-04-06
4,1,2016-05-04-06
5,0,2016-05-04-06
6,2,2016-05-04-06
7,1,2016-05-04-06
8,0,2016-05-04-06
9,6,2016-05-04-06
10,82,2016-05-04-06
20,186,2016-05-04-06
30,279,2016-05-04-06
40,217,2016-05-04-06
50,173,2016-05-04-06
60,190,2016-05-04-06
70,166,2016-05-04-06
80,152,2016-05-04-06
90,118,2016-05-04-06
100,4076,2016-05-04-06
200,1372,2016-05-04-06
300,1254,2016-05-04-06
400,396,2016-05-04-06
500,176,2016-05-04-06
600,115,2016-05-04-06
700,71,2016-05-04-06
800,55,2016-05-04-06
900,33,2016-05-04-06
1000,149,2016-05-04-06
2000,53,2016-05-04-06
3000,31,2016-05-04-06
4000,25,2016-05-04-06
5000,10,2016-05-04-06
6000,7,2016-05-04-06
7000,5,2016-05-04-06
8000,3,2016-05-04-06
9000,0,2016-05-04-06
1,0,2016-05-02-12
2,0,2016-05-02-12
3,1,2016-05-02-12
4,0,2016-05-02-12
5,3,2016-05-02-12
6,2,2016-05-02-12
7,5,2016-05-02-12
8,12,2016-05-02-12
9,14,2016-05-02-12
10,241,2016-05-02-12
20,379,2016-05-02-12
30,508,2016-05-02-12
40,502,2016-05-02-12
50,414,2016-05-02-12
60,338,2016-05-02-12
70,304,2016-05-02-12
80,236,2016-05-02-12
90,187,2016-05-02-12
100,1941,2016-05-02-12
200,1334,2016-05-02-12
300,1100,2016-05-02-12
400,352,2016-05-02-12
500,220,2016-05-02-12
600,135,2016-05-02-12
700,88,2016-05-02-12
800,72,2016-05-02-12
900,43,2016-05-02-12
1000,233,2016-05-02-12
2000,112,2016-05-02-12
3000,53,2016-05-02-12
4000,27,2016-05-02-12
5000,20,2016-05-02-12
6000,9,2016-05-02-12
7000,13,2016-05-02-12
8000,11,2016-05-02-12
9000,8,2016-05-02-12
1,0,2016-05-03-05
2,0,2016-05-03-05
3,1,2016-05-03-05
4,0,2016-05-03-05
5,1,2016-05-03-05
6,1,2016-05-03-05
7,4,2016-05-03-05
8,5,2016-05-03-05
9,15,2016-05-03-05
10,179,2016-05-03-05
20,346,2016-05-03-05
30,523,2016-05-03-05
40,466,2016-05-03-05
50,359,2016-05-03-05
60,307,2016-05-03-05
70,238,2016-05-03-05
80,202,2016-05-03-05
90,181,2016-05-03-05
100,2068,2016-05-03-05
200,1681,2016-05-03-05
300,1248,2016-05-03-05
400,383,2016-05-03-05
500,224,2016-05-03-05
600,134,2016-05-03-05
700,97,2016-05-03-05
800,79,2016-05-03-05
900,50,2016-05-03-05
1000,250,2016-05-03-05
2000,86,2016-05-03-05
3000,31,2016-05-03-05
4000,40,2016-05-03-05
5000,11,2016-05-03-05
6000,17,2016-05-03-05
7000,12,2016-05-03-05
8000,11,2016-05-03-05
9000,10,2016-05-03-05
1,0,2016-05-04-05
2,0,2016-05-04-05
3,0,2016-05-04-05
4,0,2016-05-04-05
5,0,2016-05-04-05
6,2,2016-05-04-05
7,2,2016-05-04-05
8,2,2016-05-04-05
9,9,2016-05-04-05
10,75,2016-05-04-05
20,222,2016-05-04-05
30,338,2016-05-04-05
40,280,2016-05-04-05
50,227,2016-05-04-05
60,237,2016-05-04-05
70,205,2016-05-04-05
80,189,2016-05-04-05
90,188,2016-05-04-05
100,3961,2016-05-04-05
200,1366,2016-05-04-05
300,1251,2016-05-04-05
400,393,2016-05-04-05
500,185,2016-05-04-05
600,119,2016-05-04-05
700,73,2016-05-04-05
800,50,2016-05-04-05
900,42,2016-05-04-05
1000,160,2016-05-04-05
2000,69,2016-05-04-05
3000,20,2016-05-04-05
4000,24,2016-05-04-05
5000,11,2016-05-04-05
6000,6,2016-05-04-05
7000,0,2016-05-04-05
8000,9,2016-05-04-05
9000,3,2016-05-04-05
1,0,2016-05-02-21
2,0,2016-05-02-21
3,0,2016-05-02-21
4,0,2016-05-02-21
5,4,2016-05-02-21
6,0,2016-05-02-21
7,4,2016-05-02-21
8,8,2016-05-02-21
9,7,2016-05-02-21
10,274,2016-05-02-21
20,531,2016-05-02-21
30,646,2016-05-02-21
40,585,2016-05-02-21
50,465,2016-05-02-21
60,348,2016-05-02-21
70,308,2016-05-02-21
80,233,2016-05-02-21
90,197,2016-05-02-21
100,1866,2016-05-02-21
200,1440,2016-05-02-21
300,1207,2016-05-02-21
400,431,2016-05-02-21
500,211,2016-05-02-21
600,156,2016-05-02-21
700,124,2016-05-02-21
800,83,2016-05-02-21
900,57,2016-05-02-21
1000,247,2016-05-02-21
2000,109,2016-05-02-21
3000,69,2016-05-02-21
4000,58,2016-05-02-21
5000,30,2016-05-02-21
6000,34,2016-05-02-21
7000,22,2016-05-02-21
8000,18,2016-05-02-21
9000,14,2016-05-02-21
